study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB45207	SAMEA8898621	ERX5644610	ERR6004050	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004050/ERR6004050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004050/ERR6004050_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004050/MIS_C2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004050/MIS_C2_1_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644611	ERR6004051	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004051/ERR6004051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004051/ERR6004051_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004051/MIS_C2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004051/MIS_C2_2_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644612	ERR6004052	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004052/ERR6004052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004052/ERR6004052_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004052/MIS_C2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004052/MIS_C2_3_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644613	ERR6004053	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004053/ERR6004053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004053/ERR6004053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004053/MIS_C3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004053/MIS_C3_1_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644614	ERR6004054	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004054/ERR6004054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004054/ERR6004054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004054/MIS_C3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004054/MIS_C3_2_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644615	ERR6004055	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004055/ERR6004055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004055/ERR6004055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004055/MIS_C3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004055/MIS_C3_3_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644616	ERR6004056	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004056/ERR6004056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004056/ERR6004056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004056/MIS_C4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004056/MIS_C4_1_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644617	ERR6004057	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004057/ERR6004057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004057/ERR6004057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004057/MIS_C4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004057/MIS_C4_2_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644618	ERR6004058	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004058/ERR6004058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004058/ERR6004058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004058/MIS_C4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004058/MIS_C4_3_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644619	ERR6004059	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004059/ERR6004059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004059/ERR6004059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004059/MGI_C_R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004059/MGI_C_R2_1.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644620	ERR6004060	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004060/ERR6004060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004060/ERR6004060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004060/MGI_C_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004060/MGI_C_R2_2.fastq.gz	
PRJEB45207	SAMEA8898621	ERX5644621	ERR6004061	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004061/ERR6004061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004061/ERR6004061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004061/MGI_C_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004061/MGI_C_R2_3.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644622	ERR6004062	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004062/ERR6004062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004062/ERR6004062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004062/MIS_D1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004062/MIS_D1_1_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644623	ERR6004063	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004063/ERR6004063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004063/ERR6004063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004063/MIS_D1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004063/MIS_D1_2_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644624	ERR6004064	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004064/ERR6004064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004064/ERR6004064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004064/MIS_D1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004064/MIS_D1_3_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644625	ERR6004065	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004065/ERR6004065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004065/ERR6004065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004065/MIS_D2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004065/MIS_D2_1_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644626	ERR6004066	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004066/ERR6004066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004066/ERR6004066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004066/MIS_D2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004066/MIS_D2_2_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644627	ERR6004067	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004067/ERR6004067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004067/ERR6004067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004067/MIS_D2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004067/MIS_D2_3_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644628	ERR6004068	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004068/ERR6004068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004068/ERR6004068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004068/MIS_D3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004068/MIS_D3_1_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644629	ERR6004069	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004069/ERR6004069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004069/ERR6004069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004069/MIS_D3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004069/MIS_D3_2_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644630	ERR6004070	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004070/ERR6004070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004070/ERR6004070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004070/MIS_D3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004070/MIS_D3_3_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644631	ERR6004071	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004071/ERR6004071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004071/ERR6004071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004071/MIS_D4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004071/MIS_D4_1_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644632	ERR6004072	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004072/ERR6004072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004072/ERR6004072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004072/MIS_D4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004072/MIS_D4_2_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644633	ERR6004073	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004073/ERR6004073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004073/ERR6004073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004073/MIS_D4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004073/MIS_D4_3_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644634	ERR6004074	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004074/ERR6004074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004074/ERR6004074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004074/MGI_D_R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004074/MGI_D_R2_1.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644635	ERR6004075	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004075/ERR6004075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004075/ERR6004075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004075/MGI_D_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004075/MGI_D_R2_2.fastq.gz	
PRJEB45207	SAMEA8898622	ERX5644636	ERR6004076	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004076/ERR6004076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004076/ERR6004076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004076/MGI_D_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004076/MGI_D_R2_3.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644637	ERR6004077	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004077/ERR6004077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004077/ERR6004077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004077/MIS_E1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004077/MIS_E1_1_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644638	ERR6004078	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004078/ERR6004078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004078/ERR6004078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004078/MIS_E1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004078/MIS_E1_2_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644639	ERR6004079	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004079/ERR6004079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004079/ERR6004079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004079/MIS_E1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004079/MIS_E1_3_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644640	ERR6004080	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004080/ERR6004080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004080/ERR6004080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004080/MIS_E2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004080/MIS_E2_1_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644641	ERR6004081	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004081/ERR6004081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004081/ERR6004081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004081/MIS_E2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004081/MIS_E2_2_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644642	ERR6004082	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004082/ERR6004082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004082/ERR6004082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004082/MIS_E2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004082/MIS_E2_3_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644643	ERR6004083	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004083/ERR6004083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004083/ERR6004083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004083/MIS_E3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004083/MIS_E3_1_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644644	ERR6004084	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004084/ERR6004084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004084/ERR6004084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004084/MIS_E3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004084/MIS_E3_2_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644645	ERR6004085	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004085/ERR6004085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004085/ERR6004085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004085/MIS_E3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004085/MIS_E3_3_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644646	ERR6004086	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004086/ERR6004086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004086/ERR6004086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004086/MIS_E4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004086/MIS_E4_1_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644647	ERR6004087	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004087/ERR6004087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004087/ERR6004087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004087/MIS_E4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004087/MIS_E4_2_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644648	ERR6004088	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004088/ERR6004088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004088/ERR6004088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004088/MIS_E4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004088/MIS_E4_3_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644649	ERR6004089	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004089/ERR6004089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004089/ERR6004089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004089/MGI_E_R1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004089/MGI_E_R2_1.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644650	ERR6004090	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004090/ERR6004090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004090/ERR6004090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004090/MGI_E_R1_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004090/MGI_E_R2_2.fastq.gz	
PRJEB45207	SAMEA8898623	ERX5644651	ERR6004091	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004091/ERR6004091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004091/ERR6004091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004091/MGI_E_R1_3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004091/MGI_E_R2_3.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644652	ERR6004092	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004092/ERR6004092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004092/ERR6004092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004092/MIS_F1_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004092/MIS_F1_1_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644653	ERR6004093	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004093/ERR6004093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004093/ERR6004093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004093/MIS_F1_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004093/MIS_F1_2_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644654	ERR6004094	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004094/ERR6004094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/004/ERR6004094/ERR6004094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004094/MIS_F1_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004094/MIS_F1_3_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644655	ERR6004095	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004095/ERR6004095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/005/ERR6004095/ERR6004095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004095/MIS_F2_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004095/MIS_F2_1_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644656	ERR6004096	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004096/ERR6004096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/006/ERR6004096/ERR6004096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004096/MIS_F2_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004096/MIS_F2_2_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644657	ERR6004097	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004097/ERR6004097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/007/ERR6004097/ERR6004097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004097/MIS_F2_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004097/MIS_F2_3_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644658	ERR6004098	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004098/ERR6004098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/008/ERR6004098/ERR6004098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004098/MIS_F3_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004098/MIS_F3_1_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644659	ERR6004099	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004099/ERR6004099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/009/ERR6004099/ERR6004099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004099/MIS_F3_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004099/MIS_F3_2_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644660	ERR6004100	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004100/ERR6004100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/000/ERR6004100/ERR6004100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004100/MIS_F3_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004100/MIS_F3_3_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644661	ERR6004101	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004101/ERR6004101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/001/ERR6004101/ERR6004101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004101/MIS_F4_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004101/MIS_F4_1_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644662	ERR6004102	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004102/ERR6004102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/002/ERR6004102/ERR6004102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004102/MIS_F4_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004102/MIS_F4_2_2.fastq.gz	
PRJEB45207	SAMEA8898624	ERX5644663	ERR6004103	1869227	bacterium	ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004103/ERR6004103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR600/003/ERR6004103/ERR6004103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004103/MIS_F4_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR600/ERR6004103/MIS_F4_3_2.fastq.gz	
